log(t(yr));M/Mo;logP;log(L/Lo);logTe
7.4092;9.5;1.5280;4.0420;3.6606
7.4092;9.5;1.5588;4.0548;3.6548
7.4092;9.5;1.5943;4.0759;3.6500
7.3724;10.0;1.4135;4.2278;3.7414
7.3724;10.0;1.5291;4.1939;3.6971
7.3725;10.0;1.5613;4.1319;3.6702
7.3725;10.0;1.5617;4.0779;3.6551
7.3725;10.0;1.6060;4.1021;3.6485
7.3079;11.0;1.5010;4.3397;3.7363
7.3080;11.0;1.6255;4.2943;3.6861
7.3080;11.0;1.6406;4.2207;3.6612
7.3080;11.0;1.6483;4.2110;3.6562
7.3080;11.0;1.6725;4.2173;3.6506
7.3080;11.0;1.7105;4.2386;3.6451
7.3081;11.0;1.7488;4.2646;3.6407
7.3081;11.0;1.7797;4.2862;3.6374
7.3081;11.0;1.8051;4.3047;3.6349
7.3081;11.0;1.8271;4.3217;3.6329
