log(t(yr));M/Mo;logP;log(L/Lo);logTe
7.5501;8.0;1.1418;3.6151;3.6855
7.5501;8.0;1.1516;3.5948;3.6765
7.5501;8.0;1.1548;3.5749;3.6698
7.5501;8.0;1.1546;3.5558;3.6644
7.5763;8.0;1.4874;3.8249;3.6376
7.5763;8.0;1.4879;3.8285;3.6385
7.5763;8.0;1.4883;3.8324;3.6395
7.5764;8.0;1.4888;3.8366;3.6405
7.5764;8.0;1.4899;3.8417;3.6416
7.5765;8.0;1.4915;3.8584;3.6460
7.5766;8.0;1.4817;3.8724;3.6530
7.5768;8.0;1.4443;3.8862;3.6687
7.5769;8.0;1.3688;3.8971;3.6955
7.5905;8.0;1.3383;3.9202;3.7117
7.5905;8.0;1.3500;3.9186;3.7076
7.5905;8.0;1.3620;3.9170;3.7034
7.5906;8.0;1.3746;3.9152;3.6989
7.5906;8.0;1.3872;3.9134;3.6944
7.5906;8.0;1.4000;3.9114;3.6899
7.5907;8.0;1.4135;3.9092;3.6850
7.5907;8.0;1.4263;3.9069;3.6803
7.5907;8.0;1.4384;3.9044;3.6758
7.5908;8.0;1.4494;3.9017;3.6716
7.5908;8.0;1.4616;3.8981;3.6667
7.5908;8.0;1.4729;3.8946;3.6622
7.5909;8.0;1.4817;3.8910;3.6584
7.5909;8.0;1.4884;3.8873;3.6552
7.5909;8.0;1.4934;3.8835;3.6526
7.5910;8.0;1.4969;3.8795;3.6503
7.5910;8.0;1.4989;3.8753;3.6485
7.5910;8.0;1.5003;3.8707;3.6467
7.5911;8.0;1.5012;3.8659;3.6450
7.5911;8.0;1.5018;3.8606;3.6434
7.5911;8.0;1.5019;3.8550;3.6417
7.5912;8.0;1.5018;3.8490;3.6400
7.5912;8.0;1.5013;3.8427;3.6383
7.5912;8.0;1.5009;3.8361;3.6366
7.4973;8.5;1.1310;3.7439;3.7197
7.4973;8.5;1.1753;3.7247;3.7003
7.4973;8.5;1.2085;3.7023;3.6834
7.4973;8.5;1.2250;3.6819;3.6724
7.4973;8.5;1.2276;3.6620;3.6658
7.4973;8.5;1.2253;3.6416;3.6607
7.4973;8.5;1.2238;3.6230;3.6558
7.5237;8.5;1.5757;3.9227;3.6318
7.5239;8.5;1.5775;3.9344;3.6346
7.5240;8.5;1.5782;3.9484;3.6384
7.5241;8.5;1.5752;3.9642;3.6439
7.5242;8.5;1.5525;3.9824;3.6563
7.5243;8.5;1.4575;3.9984;3.6906
7.5377;8.5;1.4150;4.0130;3.7082
7.5377;8.5;1.4299;4.0111;3.7029
7.5378;8.5;1.4451;4.0091;3.6976
7.5378;8.5;1.4603;4.0069;3.6922
7.5378;8.5;1.4760;4.0045;3.6866
7.5379;8.5;1.4925;4.0019;3.6807
7.5379;8.5;1.5081;3.9990;3.6749
7.5379;8.5;1.5228;3.9957;3.6694
7.5380;8.5;1.5398;3.9912;3.6628
7.5380;8.5;1.5538;3.9870;3.6572
7.5380;8.5;1.5637;3.9827;3.6528
7.5381;8.5;1.5706;3.9782;3.6494
7.5381;8.5;1.5748;3.9734;3.6467
7.5381;8.5;1.5776;3.9682;3.6443
7.5382;8.5;1.5794;3.9626;3.6421
7.5382;8.5;1.5805;3.9564;3.6400
7.5382;8.5;1.5808;3.9498;3.6380
7.5383;8.5;1.5805;3.9425;3.6360
7.5383;8.5;1.5799;3.9349;3.6340
7.5383;8.5;1.5789;3.9267;3.6320
7.4491;9.0;1.2290;3.8043;3.7005
7.4491;9.0;1.2661;3.7807;3.6820
7.4491;9.0;1.2843;3.7595;3.6702
7.4491;9.0;1.2888;3.7392;3.6630
7.4491;9.0;1.2871;3.7181;3.6575
7.4491;9.0;1.2856;3.6991;3.6525
7.4773;9.0;1.6583;4.0075;3.6245
7.4774;9.0;1.6604;4.0159;3.6262
7.4775;9.0;1.6627;4.0266;3.6286
7.4776;9.0;1.6646;4.0398;3.6318
7.4777;9.0;1.6638;4.0555;3.6365
7.4778;9.0;1.6501;4.0742;3.6462
7.4779;9.0;1.5589;4.0936;3.6804
7.4887;9.0;1.4926;4.0930;3.7010
7.4887;9.0;1.5113;4.0905;3.6944
7.4887;9.0;1.5307;4.0877;3.6875
7.4888;9.0;1.5502;4.0846;3.6805
7.4888;9.0;1.5706;4.0811;3.6731
7.4888;9.0;1.5894;4.0771;3.6661
7.4889;9.0;1.6062;4.0720;3.6594
7.4889;9.0;1.6244;4.0660;3.6519
7.4889;9.0;1.6353;4.0607;3.6470
7.4890;9.0;1.6419;4.0548;3.6432
7.4890;9.0;1.6459;4.0486;3.6402
7.4890;9.0;1.6475;4.0418;3.6377
7.4891;9.0;1.6480;4.0343;3.6354
7.4891;9.0;1.6476;4.0260;3.6331
7.4891;9.0;1.6465;4.0168;3.6308
7.4892;9.0;1.6450;4.0071;3.6285
7.4892;9.0;1.6431;3.9970;3.6262
7.4048;9.5;1.2661;3.8744;3.7035
7.4048;9.5;1.3078;3.8501;3.6834
7.4048;9.5;1.3284;3.8255;3.6698
7.4048;9.5;1.3343;3.8033;3.6616
7.4048;9.5;1.3331;3.7813;3.6557
7.4048;9.5;1.3314;3.7616;3.6505
7.4048;9.5;1.3335;3.7462;3.6454
7.4346;9.5;1.7423;4.1017;3.6197
7.4347;9.5;1.7374;4.1078;3.6230
7.4348;9.5;1.7383;4.1186;3.6258
7.4349;9.5;1.7392;4.1324;3.6295
7.4350;9.5;1.7360;4.1489;3.6352
7.4351;9.5;1.6919;4.1711;3.6555
7.4441;9.5;1.5434;4.1672;3.7008
7.4441;9.5;1.5677;4.1638;3.6923
7.4442;9.5;1.5934;4.1600;3.6831
7.4442;9.5;1.6194;4.1556;3.6737
7.4442;9.5;1.6452;4.1499;3.6640
7.4443;9.5;1.6693;4.1438;3.6547
7.4443;9.5;1.6849;4.1372;3.6479
7.4443;9.5;1.6948;4.1295;3.6426
7.4444;9.5;1.7011;4.1216;3.6383
7.4444;9.5;1.7042;4.1127;3.6348
7.4444;9.5;1.7049;4.1028;3.6317
7.4444;9.5;1.7041;4.0921;3.6289
7.4445;9.5;1.7018;4.0803;3.6262
7.4445;9.5;1.6990;4.0678;3.6235
7.4445;9.5;1.6965;4.0552;3.6207
7.3640;10.0;1.3121;3.9406;3.7028
7.3640;10.0;1.3536;3.9135;3.6820
7.3640;10.0;1.3786;3.8867;3.6664
7.3640;10.0;1.3839;3.8650;3.6585
7.3640;10.0;1.3811;3.8424;3.6529
7.3640;10.0;1.3775;3.8213;3.6479
7.3640;10.0;1.3777;3.8041;3.6429
7.2913;11.0;1.3922;4.0552;3.7009
7.2913;11.0;1.4352;4.0262;3.6790
7.2913;11.0;1.4583;3.9967;3.6633
7.2913;11.0;1.4637;3.9724;3.6546
7.2913;11.0;1.4644;3.9515;3.6484
7.2913;11.0;1.4629;3.9317;3.6431
7.2913;11.0;1.4682;3.9189;3.6378
7.2914;11.0;1.4841;3.9168;3.6322
7.2914;11.0;1.4845;3.9169;3.6321
7.2914;11.0;1.4848;3.9170;3.6321
7.2914;11.0;1.4851;3.9171;3.6320
7.2914;11.0;1.4854;3.9172;3.6319
7.2914;11.0;1.4858;3.9172;3.6318
7.2914;11.0;1.4861;3.9173;3.6318
7.2914;11.0;1.4864;3.9174;3.6317
7.2914;11.0;1.4867;3.9175;3.6316
7.2914;11.0;1.4870;3.9176;3.6315
7.2914;11.0;1.4874;3.9177;3.6315
7.2914;11.0;1.4877;3.9178;3.6314
7.2914;11.0;1.4880;3.9179;3.6313
7.2914;11.0;1.4884;3.9180;3.6312
7.2914;11.0;1.4887;3.9181;3.6311
7.2914;11.0;1.4891;3.9182;3.6311
7.2914;11.0;1.4894;3.9183;3.6310
7.2914;11.0;1.4898;3.9184;3.6309
7.2914;11.0;1.4902;3.9185;3.6308
7.2914;11.0;1.4905;3.9187;3.6308
7.2914;11.0;1.4908;3.9188;3.6307
7.2914;11.0;1.4912;3.9189;3.6306
7.2914;11.0;1.4916;3.9190;3.6305
7.2914;11.0;1.4919;3.9191;3.6304
7.2914;11.0;1.4923;3.9192;3.6304
7.2914;11.0;1.4927;3.9194;3.6303
7.2914;11.0;1.4930;3.9195;3.6302
7.2914;11.0;1.4934;3.9196;3.6301
7.2914;11.0;1.4938;3.9198;3.6300
7.2914;11.0;1.4942;3.9199;3.6300
7.2914;11.0;1.4945;3.9200;3.6299
7.2914;11.0;1.4949;3.9202;3.6298
7.3132;11.0;1.8794;4.2484;3.6039
7.3132;11.0;1.8790;4.2494;3.6043
7.3133;11.0;1.8784;4.2501;3.6047
7.3133;11.0;1.8780;4.2508;3.6050
7.3134;11.0;1.8778;4.2515;3.6053
7.3134;11.0;1.8778;4.2524;3.6055
7.3135;11.0;1.8780;4.2534;3.6057
7.3135;11.0;1.8784;4.2547;3.6060
7.3135;11.0;1.8788;4.2560;3.6062
7.3136;11.0;1.8794;4.2576;3.6065
7.3136;11.0;1.8801;4.2594;3.6068
7.3137;11.0;1.8808;4.2614;3.6072
7.3137;11.0;1.8817;4.2637;3.6075
7.3138;11.0;1.8828;4.2664;3.6080
7.3138;11.0;1.8841;4.2695;3.6085
7.3139;11.0;1.8855;4.2730;3.6090
7.3139;11.0;1.8872;4.2772;3.6097
7.3139;11.0;1.8892;4.2820;3.6105
7.3140;11.0;1.8919;4.2878;3.6113
7.3140;11.0;1.8989;4.2978;3.6120
7.3141;11.0;1.9119;4.3148;3.6128
7.3141;11.0;1.9218;4.3330;3.6149
7.3142;11.0;1.9239;4.3486;3.6188
7.3142;11.0;1.9189;4.3623;3.6243
7.3143;11.0;1.8870;4.3816;3.6398
7.3143;11.0;1.7727;4.3950;3.6795
7.3295;11.0;1.7150;4.3569;3.6866
7.3295;11.0;1.7517;4.3510;3.6734
7.3295;11.0;1.7881;4.3435;3.6598
7.3296;11.0;1.8247;4.3323;3.6452
7.3296;11.0;1.8440;4.3218;3.6361
7.3296;11.0;1.8540;4.3097;3.6295
7.3297;11.0;1.8553;4.2969;3.6254
7.3297;11.0;1.8526;4.2816;3.6218
7.3297;11.0;1.8476;4.2644;3.6184
7.3297;11.0;1.8412;4.2461;3.6151
7.3298;11.0;1.8369;4.2285;3.6114
7.3298;11.0;1.8399;4.2167;3.6071
