log(t(yr));M/Mo;logP;log(L/Lo);logTe
7.4301;9.5;1.5045;4.3168;3.7438
7.4469;9.5;1.4903;4.3120;3.7467
7.4469;9.5;1.5386;4.3075;3.7309
7.4470;9.5;1.5923;4.3016;3.7131
7.4470;9.5;1.6458;4.2931;3.6946
7.4470;9.5;1.6855;4.2824;3.6797
7.4471;9.5;1.7070;4.2665;3.6687
7.4471;9.5;1.7176;4.2499;3.6610
7.4471;9.5;1.7186;4.2309;3.6554
7.3723;10.0;1.3131;4.1230;3.7426
7.3723;10.0;1.3713;4.1067;3.7205
7.3723;10.0;1.4167;4.0866;3.7013
7.3723;10.0;1.4366;4.0636;3.6889
7.3723;10.0;1.4447;4.0414;3.6803
7.3723;10.0;1.4493;4.0249;3.6744
7.3723;10.0;1.4542;4.0127;3.6695
7.3879;10.0;1.7841;4.2947;3.6481
7.3879;10.0;1.7847;4.2994;3.6492
7.3880;10.0;1.7855;4.3051;3.6506
7.3880;10.0;1.7864;4.3121;3.6522
7.3880;10.0;1.7867;4.3205;3.6545
7.3881;10.0;1.7860;4.3302;3.6574
7.3881;10.0;1.7827;4.3412;3.6614
7.3881;10.0;1.7623;4.3563;3.6718
7.3882;10.0;1.6954;4.3672;3.6950
7.3882;10.0;1.5742;4.3733;3.7332
7.4096;10.0;1.5384;4.3596;3.7402
7.4096;10.0;1.6178;4.3489;3.7133
7.4096;10.0;1.6921;4.3321;3.6862
7.4097;10.0;1.7261;4.3046;3.6683
7.4097;10.0;1.7328;4.2742;3.6579
7.3056;11.0;1.4144;4.2542;3.7387
7.3056;11.0;1.4746;4.2388;3.7163
7.3056;11.0;1.5228;4.2198;3.6965
7.3056;11.0;1.5450;4.1967;3.6834
7.3056;11.0;1.5567;4.1757;3.6740
7.3056;11.0;1.5645;4.1649;3.6687
7.3056;11.0;1.5703;4.1546;3.6641
7.3056;11.0;1.5817;4.1507;3.6596
7.3056;11.0;1.5819;4.1507;3.6595
7.3056;11.0;1.5820;4.1507;3.6595
7.3056;11.0;1.5822;4.1507;3.6594
7.3056;11.0;1.5824;4.1507;3.6594
7.3056;11.0;1.5826;4.1507;3.6593
7.3056;11.0;1.5828;4.1507;3.6593
7.3056;11.0;1.5829;4.1507;3.6592
7.3056;11.0;1.5831;4.1507;3.6592
7.3056;11.0;1.5833;4.1507;3.6591
7.3056;11.0;1.5835;4.1508;3.6591
7.3056;11.0;1.5837;4.1508;3.6590
7.3056;11.0;1.5838;4.1508;3.6590
7.3056;11.0;1.5841;4.1508;3.6589
7.3056;11.0;1.5842;4.1508;3.6589
7.3056;11.0;1.5844;4.1508;3.6588
7.3056;11.0;1.5846;4.1508;3.6588
7.3056;11.0;1.5848;4.1509;3.6587
7.3056;11.0;1.5850;4.1509;3.6586
7.3056;11.0;1.5852;4.1509;3.6586
7.3056;11.0;1.5854;4.1509;3.6585
7.3056;11.0;1.5855;4.1509;3.6585
7.3056;11.0;1.5857;4.1510;3.6584
7.3056;11.0;1.5859;4.1510;3.6584
7.3056;11.0;1.5861;4.1510;3.6583
7.3056;11.0;1.5863;4.1510;3.6583
7.3056;11.0;1.5865;4.1511;3.6582
7.3056;11.0;1.5867;4.1511;3.6582
7.3056;11.0;1.5869;4.1511;3.6581
7.3056;11.0;1.5871;4.1512;3.6581
7.3056;11.0;1.5873;4.1512;3.6580
7.3056;11.0;1.5876;4.1512;3.6580
7.3056;11.0;1.5878;4.1513;3.6579
7.3056;11.0;1.5880;4.1513;3.6579
7.3056;11.0;1.5882;4.1513;3.6578
7.3056;11.0;1.5884;4.1514;3.6578
7.3056;11.0;1.5886;4.1514;3.6577
7.3056;11.0;1.5888;4.1515;3.6577
7.3056;11.0;1.5891;4.1515;3.6576
7.3056;11.0;1.5893;4.1516;3.6575
7.3056;11.0;1.5895;4.1516;3.6575
7.3056;11.0;1.5897;4.1516;3.6574
7.3056;11.0;1.5899;4.1517;3.6574
7.3056;11.0;1.5901;4.1517;3.6573
7.3056;11.0;1.5904;4.1518;3.6573
7.3056;11.0;1.5906;4.1518;3.6572
7.3056;11.0;1.5908;4.1519;3.6572
7.3056;11.0;1.5910;4.1519;3.6571
7.3056;11.0;1.5913;4.1520;3.6571
7.3056;11.0;1.5915;4.1520;3.6570
7.3056;11.0;1.5917;4.1521;3.6570
7.3056;11.0;1.5919;4.1522;3.6569
7.3153;11.0;1.8555;4.3854;3.6420
7.3153;11.0;1.8565;4.3907;3.6432
7.3154;11.0;1.8581;4.3983;3.6448
7.3154;11.0;1.8605;4.4089;3.6470
7.3155;11.0;1.8636;4.4236;3.6501
7.3155;11.0;1.8656;4.4428;3.6549
7.3156;11.0;1.8448;4.4708;3.6689
7.3156;11.0;1.6717;4.4884;3.7259
7.3423;11.0;1.6566;4.4587;3.7223
7.3423;11.0;1.7490;4.4391;3.6890
7.3424;11.0;1.7962;4.4075;3.6660
7.3424;11.0;1.8001;4.3702;3.6545
7.3424;11.0;1.7991;4.3350;3.6451
