log(t(yr));M/Mo;logP;log(L/Lo);logTe
7.3003;11.0;1.9039;4.2422;3.5971
7.3003;11.0;1.9029;4.2413;3.5971
7.3004;11.0;1.9026;4.2409;3.5971
7.3004;11.0;1.9024;4.2405;3.5971
7.3004;11.0;1.9024;4.2403;3.5970
7.3005;11.0;1.9025;4.2402;3.5970
7.3005;11.0;1.9027;4.2401;3.5969
7.3006;11.0;1.9028;4.2401;3.5968
7.3006;11.0;1.9031;4.2402;3.5968
7.3007;11.0;1.9033;4.2403;3.5967
7.3007;11.0;1.9036;4.2404;3.5967
7.3008;11.0;1.9038;4.2405;3.5966
7.3008;11.0;1.9041;4.2407;3.5966
7.3009;11.0;1.9048;4.2413;3.5966
7.3010;11.0;1.9055;4.2421;3.5966
7.3011;11.0;1.9061;4.2431;3.5967
7.3012;11.0;1.9069;4.2444;3.5968
7.3013;11.0;1.9077;4.2460;3.5970
7.3014;11.0;1.9085;4.2478;3.5973
7.3015;11.0;1.9095;4.2501;3.5976
7.3017;11.0;1.9106;4.2528;3.5980
7.3018;11.0;1.9120;4.2562;3.5986
7.3019;11.0;1.9137;4.2604;3.5992
7.3020;11.0;1.9160;4.2660;3.6001
7.3021;11.0;1.9191;4.2734;3.6012
7.3022;11.0;1.9234;4.2833;3.6027
7.3023;11.0;1.9294;4.2971;3.6048
7.3024;11.0;1.9366;4.3157;3.6079
7.3025;11.0;1.9425;4.3397;3.6129
7.3140;11.0;1.7884;4.3468;3.6626
7.3141;11.0;1.8142;4.3419;3.6532
7.3141;11.0;1.8445;4.3336;3.6415
7.3141;11.0;1.8658;4.3280;3.6333
7.3142;11.0;1.8778;4.3204;3.6274
7.3142;11.0;1.8855;4.3117;3.6226
7.3142;11.0;1.8884;4.3034;3.6193
7.3143;11.0;1.8883;4.2936;3.6165
7.3143;11.0;1.8864;4.2824;3.6139
7.3144;11.0;1.8830;4.2699;3.6114
7.3144;11.0;1.8784;4.2566;3.6091
7.3144;11.0;1.8732;4.2424;3.6067
7.3145;11.0;1.8690;4.2283;3.6040
7.3145;11.0;1.8679;4.2167;3.6010
